# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at http://omim.org/help/agreement.
# Generated: 2016-05-26
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
3.43	4	26	10	3p25.3	TADA3, TADA3L, ADA3	P	Transcriptional adaptor 3	602945	R, REc			
3.44	7	6	15	3p25.3	IL17RC, IL17RL, CANDF9	P	Interleukin 17 receptor C	610925	REc		Candidiasis, familial, 9, 616445 (3)	
3.45	1	27	04	3p22.1	TRAK1, OIP106, KIAA1042	C	Trafficking protein, kinesin-binding 1	608112	R, REc			9(hyrt)
3.46	5	7	03	3p23	OSBPL10, ORP10	C	Oxysterol-binding protein-like protein 10	606738	REc			
3.47	2	25	15	3p25.2	CAND2, TIP120B, KIAA0667	P	Cullin-associated neddylation -dissociated 2	610403	R, REc			
3.48	8	19	13	3p25.2-p25.1	IQSEC1, KIAA0763	P	IQ motif- and Sec7 domain-containing protein 1	610166	R, REc			
3.49	12	17	12	3p25.2	TAMM41, RAM41, C3orf31	P	Translocator assembly and maintenance, mitochondrial, S. cerevisiae, homolog of	614948	REc			
3.50	4	15	03	3p25.2-p25.1	UVM2	C	Melanoma, uveal, susceptibility to, 2	606661	Ch, D		{Melanoma, uveal, susceptibility to, 2} (2)	
3.51	11	29	04	3p25.1	BTD	P	Biotinidase	609019	A		Biotinidase deficiency, 253260 (3)	
3.52	11	2	11	3p25.3	CAV3, LGMD1C, LQT9	C	Caveolin-3	601253	A, REc	within 7-10kb of OXTR	Muscular dystrophy, limb-girdle, type IC, 607801 (3); Rippling muscle disease, 606072 (3); Creatine phosphokinase, elevated serum, 123320 (3); Myopathy, distal, Tateyama type, 614321 (3); Cardiomyopathy, familial hypertrophic, 192600 (3); Long QT syndrome 9, 611818 (3)	
3.53	5	23	13	3p25.3	CIDEC, FSP27, CIDE3, FPLD5	P	Cell death-inducing DFFA-like effector C	612120	REc	1 patient identified with mutation	?Lipodystrophy, familial partial, type 5, 615238 (3)	
3.54	4	30	15	3p25.1	COLQ, EAD, CMS5	C	Collagenic tail of endplate acetylcholinesterase	603033	A, R		Myasthenic syndrome, congenital, 5, 603034 (3)	
3.55	5	24	13	3p25.3	LHFPL4	P	LHFP-like protein 4	610240	REc			
3.56	2	2	04	3p25.2	MKRN2	P	Makorin 2	608426	REc			6(Mkrn2)
3.57	4	24	08	3p25.1	MRPS25	P	Mitochondrial ribosomal protein S25	611987	R, REc			
3.58	10	21	99	3p25.1	NR2C2, TR4, TAK1	P	Nuclear receptor subfamily 2, group C, member 2	601426	REa, A			
3.59	3	27	09	3p25.2	PPARG, PPARG1, PPARG2, CIMT1, GLM1	C	Peroxisome proliferator activated receptor, gamma	601487	REa, Fd, A	PPARG1, PPARG2 from same gene	Obesity, severe, 601665 (3); [Obesity, resistance to] (3); Insulin resistance, severe, digenic, 604367 (3); Lipodystrophy, familial partial, type 3, 604367 (3); Carotid intimal medial thickness 1, 609338 (3); {Diabetes, type 2}, 125853 (3)	
3.60	8	3	14	3p25.2	RAF1, CRAF, NS5, CMD1NN	C	Oncogene RAF1	164760	REa, Fd, A		Noonan syndrome 5, 611553 (3); LEOPARD syndrome 2, 611554 (3); Cardiomyopathy, dilated, 1NN, 615916 (3)	6(Raf1)
3.61	10	28	02	3p25.3	SRGAP3, KIAA0411, MEGAP	C	Slit-robo GTPase-activating protein, rho, 3	606525	R, Ch			
3.62	8	19	99	3p25	ST11, PETS1	P	Suppression of tumorigenicity 11, pancreas	602011	D		?Pancreatic endocrine tumors (1)	
3.63	11	2	04	3p25.2	SYN2	C	Synapsin II	600755	REa, H, REn		{Schizophrenia, susceptibility to}, 181500 (3)	6(Syn2)
3.64	10	3	02	3p25.2	TIMP4	P	Tissue inhibitor of metalloproteinase 4	601915	A			6(Timp4)
3.65	3	27	13	3p25.1	TMEM43, ARVD5, ARVC5, EDMD7	C	Transmembrane protein 43	612048	REc, Fd		Arrhythmogenic right ventricular dysplasia 5, 604400 (3); Emery-Dreifuss muscular dystrophy 7, AD, 614302 (3)	
3.66	7	18	06	3p25.1	WNT7A	C	Wingless-type MMTV integration site family, member 7A	601570	A, Fd		Ulna and fibula, absence of, with severe limb deficiency, 276820 (3); Fuhrmann syndrome, 228930 (3)	
3.67	2	19	10	3p25.1	XPC, XPCC	C	XPC gene	613208	REa, A, RE		Xeroderma pigmentosum, group C, 278720 (3)	6(Xpc)
3.68	10	5	11	3p24.3	PLCL2, KIAA1092	C	Phospholipase C-like 2	614276	R, REc			
3.69	9	19	00	3p25.3	RAD18	P	Rad18, S. cerevisiae, homolog of	605256	A, R			
3.70	5	7	97	3p25.3	SEC13L1, D3S1231E, SEC13R	P	SEC13, S. cerevisiae, like 1	600152	Psh, A			6(Sec13n)
3.71	10	9	94	3p25.1	FBLN2	P	Fibulin-2	135821	A			6(Fbln2)
3.72	6	19	15	3p25.3	SLC6A1, GABATR, MAE	P	Solute carrier family 6 (neurotransmitter transporter, GABA), member 1	137165	A		Myoclonic-atonic epilepsy, 616421 (3)	
3.73	5	27	05	3p25-p22	OVCAS1	P	Ovarian cancer, susceptibility to, 1	607893	Fd	between D3S1597 and D3S3611	{Ovarian cancer, susceptibility to} (2)	
3.74	3	5	95	3p25.1	SLC6A6, TAUT	C	Solute carrier family 6 (neurotransmitter transporter, taurine), member 6	186854	REa, A			6(Slc6a6)
3.75	9	10	07	3p25.1	ANKRD28, PITK, KIAA0379	C	Ankyrin repeat domain-containing protein 28	611122	R, REc			
3.76	2	18	16	3p25.1	CCDC174, HSPC212, IHPM	C	Coiled-coil domain-containing protein 174	616735	Psh, REc		Hypotonia, infantile, with psychomotor retardation, 616816 (3)	
3.77	8	21	07	3p25.1	CHDH4, MIA40	P	Coiled-coil-helix-coiled-coil-helix domain-containing protein 4	611077	REc			
3.78	12	4	03	3p25.1	EAF1	P	ELL-associated factor 1	608315	R, REc			
3.79	8	31	12	3p25.1	FGD5	P	FYVE, RhoGEF, and PH domain-containing protein 5	614788	REc			
3.80	4	6	13	3p25.1	GALNT15, GALNACT15	P	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15	615131	REc			
3.81	6	22	14	3p25.1	HACL1, HPCL2	P	2-hydroxyacyl-CoA lyase 1	604300	REc			
3.82	8	28	09	3p25.1	NUP210, GP210, KIAA0906	P	Nucleoporin, 210kD	607703	R, REc			
3.83	11	19	10	3p25.1	SH3BP5, SAB	P	SH3 domain-binding protein 5	605612	REc, A	previously mapped to 1q431		14(Sh3bp5)
3.84	11	19	14	3p26.2	TRNT1, SIFD	P	tRNA nucleotidyltransferase, CCA-adding, 1	612907	REc	pseudogenes on chromosomes 1 and 22	Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, 616084 (3)	
3.85	11	21	02	3p25.1	LSM3	P	LSM3 protein	607283	REc			
3.86	11	15	08	3p25.2	TSEN2, SEN2, PCH2B	P	tRNA splicing endonuclease 2, S. cerevisiae, homolog of	608753	REc		Pontocerebellar hypoplasia type 2B, 612389 (3)	
3.87	8	20	10	3p25.1-p23	LGMD1H	P	Muscular dystrophy, limb-girdle, type 1H	613530	Fd	between D3S1263 and D3S1277	Muscular dystrophy, limb-girdle, type 1H (2)	
3.88	10	23	15	3p25.1	COL6A4P1, DVWA, DIVA, LOC344875	P	Collagen, type VI, alpha 4, pseudogene 1	612397	REc			
3.89	8	21	07	3p25.1	DPH3, KTI11, ZCSL2, DELGIP1	P	DPH3, S. cerevisiae, homolog of	608959	R, REc			
3.90	4	15	09	3p24.3	OS6	P	Osteoarthritis susceptibility 6	612401	Fd	associated with rs11718863 and rs7639618	{Osteoarthritis susceptibility 6} (2)	
3.91	2	4	15	3p24.3	SGOL1, SGO, SGO1, CAID	P	Shugoshin-like 1	609168	REc		Chronic atrial and intestinal dysrhythmia, 616201 (3)	
3.92	4	29	14	3p24.3	TBC1D5, KIAA0210	C	TBC1 domain family, member 5	615740	REc, R			
3.93	9	4	08	3p24.2	THRB, ERBA2, THR1, PRTH	C	Thyroid hormone receptor, beta (avian erythroblastic leukemia viral (v-erb-a) oncogene homolog-2)	190160	REa, A, RE, Fd		Thyroid hormone resistance, 188570 (3); Thyroid hormone resistance, autosomal recessive, 274300 (3); Thyroid hormone resistance, selective pituitary, 145650 (3)	
3.94	8	3	12	3p24.2	UBE2E1, UBCH6	P	Ubiquitin-conjugating enzyme E2E 1	602916	REc			
3.95	10	2	12	3p24.2	NR1D2, RVR, BD73	P	Nuclear receptor subfamily 1, group D, member 2	602304	REc			
3.96	8	31	06	3p24.2	OXSM, KS	P	3-oxoacyl-ACP synthase, mitochondrial	610324	REc			14(Oxsm)
3.97	12	27	13	3p24.2	RPL15, DBA12	P	Ribosomal protein L15	604174	REa, R, REc	mutation identified in 1 family	?Diamond-Blackfan anemia 12, 615550 (3)	
3.98	3	5	98	3p24.3	UBE2E2	P	Ubiquitin-conjugating enzyme E2E 2 (homologous to yeast UBC4/5)	602163	A			
3.99	1	2	08	3p24.2-p23	FEB9	P	Febrile seizures, familial, 9	611634	Fd	between D3S3727 and D3S3567	Febrile seizures, familial, 9 (2)	
3.100	3	1	06	3p24.1	AZI2, AZ2, NAP1, TILP	P	5-azacytidine-induced gene 2, mouse, homolog of	609916	REc			
3.101	1	28	14	3p24-p23	GADL1	P	Glutamate decarboxylase-like 1	615601	REc			
3.102	12	22	00	3p21.31	CELSR3, EGFL1, MEGF2	P	Cadherin EGF LAG seven-pass G-type receptor 3 (epidermal growth factor-like 1)	604264	R			
3.103	8	20	15	3p24	ATOD9	P	Dermatitis, atopic, 9	613519	Fd	max lod at D3S1768	{Dermatitis, atopic, susceptibility to, 9} (2)	
3.104	12	30	98	3p24.3	CAF	P	CREBBP-associated factor	602303	A			17(Caf)
3.105	11	28	01	3p25.1	CAPN7, PALBH	P	Calpain 7	606400	R			
3.106	10	17	00	3p22.3	CCR4, CKR4, CMKBR4	P	Chemokine (C-C) receptor-4	604836	R, REc			
3.107	4	17	13	3p24.1	CMC1, C3orf68	P	Cytochrome C oxidase assembly mitochondrial protein 1, S. cerevisiae, homolog of	615166	REc			
3.108	4	15	03	3p24.3	DAZL, DAZH, SPGYLA	P	Deleted in azoospermia-like	601486	A, R	?founding member of DAZ gene family	{Spermatogenic failure, susceptibility to} (3)	
3.109	6	9	15	3p24.2	NGLY1, PNG1, CDDG, CDG1V	P	N-glycanase 1	610661	R, REc		Congenital disorder of deglycosylation, 615273 (3)	
3.110	11	19	13	3p24.2	RARB, HAP, MCOPS12	C	Retinoic acid receptor, beta polypeptide	180220	REa, A	= HAP = HBV-activated protein	Microphthalmia, syndromic 12, 615524 (3)	14(Rarb)
3.111	1	30	01	3p24.2	TOP2B	P	Topoisomerase (DNA) II, beta, 180kD	126431	REa, Fd			
3.112	8	27	01	3p24.1	RBMS3	P	RNA-binding motif protein, single strand-interacting, 3	605786	A			
3.113	9	22	03	3p24-p22	HSN1B	P	Hereditary sensory neuropathy, type IB	608088	Fd	max lod at D3S2338	Neuropathy, hereditary sensory, type IB (2)	
3.114	8	18	98	3p24.3	RAB5A, RAB5	P	RAS-associated protein RAB5A	179512	A			
3.115	4	23	98	3p22.3-p22.2	STAC	P	SRC homology three (SH3) and cysteine-rich domain	602317	R, H			9(Stac)
3.116	3	14	06	3p24-p21	ASPG4	P	Asperger syndrome, susceptibility to, 4	609954	Fd	max lod at D3S2432	{Asperger syndrome susceptibility 4} (2)	
3.117	6	9	98	3p24.3	SATB1	P	Special AT-rich sequence binding protein-1	602075	A			
3.118	1	14	14	3p23	STT3B, SIMP, CDG1X	P	STT3B, subunit of the oligosaccharyltransferase complex (catalytic)	608605	REc	mutation identified in 1 family	?Congenital disorder of glycosylation, type Ix, 615597 (3)	
3.119	12	23	05	3p22.3	UBP1, LBP1A, LBP1B	P	Upstream binding protein 1	609784	R, REc			
3.120	8	4	09	3p22.2	ACAA1	P	Acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)	604054	REa, A			
3.121	1	17	08	3p21.31	CDCP1, SIMA135	P	CUB domain-containing protein 1	611735	A			
3.122	1	11	89	3p23-p21	SCLC1	C	Small-cell cancer of lung	182280	Ch, D	centromeric to ERBA2	Small-cell cancer of lung (2)	
3.123	6	16	99	3p21.31	SMARCC1, BAF155	P	SWI/SNF related, matrix-associated, actin-dependent regulator of chromatin, subfamily C, member 1	601732	R, Psh			
3.124	6	28	02	3p21.31	TDGF1	C	Teratocarcinoma-derived growth factor-1	187395	REa, A		Forebrain defects (3)	9(Tdgf1)
3.125	8	28	09	3p22.3	CLASP2	P	CLIP-associated protein 2	605853	R, REc			
3.126	12	5	11	3p22.3	CMTM6, CKLFSF6	P	CKLF-like marvel transmembrane domain-containing 6	607889	REc			9(Cklfsf6)
3.127	12	5	11	3p22.3	CMTM7, CKLFSF7	P	CKLF-like marvel transmembrane domain-containing 7	607890	REc			9(Cklfsf7)
3.128	12	5	11	3p22.3	CMTM8, CKLFSF8	P	CKLF-like marvel transmembrane domain-containing 8	607891	REc			9(Cklfsf8)
3.129	12	21	09	3p22.2	DCLK3, DCK3, CLR	P	Doublecortin-like kinase 3	613167	REc			9(Dclk2)
3.130	7	17	14	3p22.3	DYNC1LI1, LIC1	P	Dynein, cytoplasmic 1, light intermediate chain 1	615890	REc			
3.131	8	28	09	3p22.3	FBXL2, FBL2	P	F-box and leucine-rich repeat protein 2	605652	R, REc			
3.132	2	11	08	3p22.3	GPD1L, KIAA0089	P	Glycerol-3-phosphate dehydrogenase 1-like	611778	REc, Fd		Brugada syndrome 2, 611777 (3)	
3.133	9	16	03	3p22.3	PDCD6IP, AIP1, ALIX, KIAA1375	P	Programmed cell death 6-interacting protein	608074	R			
3.134	12	23	05	3p22.2	CMYA1, XIN	P	Cardiomyopathy-associated protein 1	609777	R, REc			
3.135	2	2	14	3p22.2	DDH2	P	Developmental dysplasia of the hip 2	615612	Fd	between rs4481097 and rs4626072	Developmental dysplasia of the hip 2 (2)	
3.136	9	8	11	3p22.2	LRRFIP2	P	Leucine-rich repeat in FLII-interacting protein 2	614043	REc			
3.137	3	23	09	3p22.2	MIR26A, MIRN26A1	P	Micro RNA 26A1	612151	REc			
3.138	12	4	13	3p22.2	SCN10A, FEPS2	C	Sodium channel, voltage-gated, type X, alpha subunit	604427	Psh, REc		Episodic pain syndrome, familial, 2, 615551 (3)	
3.139	12	3	13	3p22.2	SCN11A, HSAN7, FEPS3	C	Sodium channel, voltage-gated, type XI, alpha subunit	604385	R, REc		Neuropathy, hereditary sensory and autonomic, type VII, 615548 (3); Episodic pain syndrome, familial, 3, 615552 (3)	9(Scn11a)
3.140	8	25	11	3p22.1-p21.3	ANO10, TMEM16K, SCAR10	P	Anoctamin 10	613726	REc		Spinocerebellar ataxia, autosomal recessive 10, 613728 (3)	
3.141	2	14	13	3p22.1	CTNNB1, MRD19	C	Catenin (cadherin-associated protein), beta 1, 88kD	116806	A, REn, Psh, REc		Mental retardation, autosomal dominant 19, 615075 (3); Colorectal cancer, somatic, 114500 (3); Pilomatricoma, somatic, 132600 (3); Ovarian cancer, somatic, 167000 (3); Hepatocellular carcinoma, somatic, 114550 (3)	9(Catnb)
3.142	2	25	15	3p22.2	EPM2AIP1, KIAA0766	C	EPM2A-interacting protein 1	607911	R, REc, H			9(Epm2aip1)
3.143	8	2	13	3p22.1	KLHL40, SYRP, KBTBD5, NEM8	P	Kelch-like 40	615340	REc		Nemaline myopathy 8, autosomal recessive, 615348 (3)	
3.144	2	21	14	3p22.1	NKTR	P	Natural tumor-killer recognition sequence	161565	REa, REc	mouse gene close to Cck		9(Nktr)
3.145	3	21	14	3p22.1	POMGNT2, GTDC2, C3orf39, AGO61, MDDGA8	P	Protein O-mannose beta-1,2-N-acetylglucosaminyltransferase 2	614828	REc		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8, 614830 (3)	
3.146	7	14	14	3p22.1	SEC22C	P	Secretion deficient 22, S. cerevisiae, homolog of, C	604028	REc			
3.147	3	17	16	3p22.1	SLC25A38, SIDBA2	P	Solute carrier family 25, member 38	610819	REc		Anemia, sideroblastic, 2, pyridoxine-refractory, 205950 (3)	9(Slc25a38)
3.148	6	22	12	3p22.1	SNORA62, RNU108, RNE2	P	Small nucleolar RNA, H/ACA box, 62	180646	REc			
3.149	8	25	11	3p21.31	NBEAL2, KIAA0540, GPS, BDPLT4	P	Neurobeachin-like 2	614169	REc		Gray platelet syndrome, 139090 (3)	
3.150	11	28	01	3p22.2	AXUD1	P	Axin1 upregulated	606458	R			
3.151	9	9	08	3p22.1	CCR8, CMKBR8, CMKBRL2, CKRL1	P	Chemokine (C-C) receptor 8	601834	Psh			
3.152	10	6	11	3p22.3	CRTAP, CASP, OI7	C	Cartilage-associated protein	605497	A		Osteogenesis imperfecta, type VII, 610682 (3)	9(Crtap)
3.153	10	4	12	3p22	HHV8S	P	Human herpesvirus 8, susceptibility to	614836	Fd		{Human herpesvirus 8, susceptibility to} (2)	
3.154	3	23	09	3p22.3	MIR128-2, MIR128B, MIRN128-2	P	Micro RNA 128-2	611769	REc			
3.155	1	29	01	3p24.1	SLC4A7, NBC2, NBC3	P	Solute carrier family 4, sodium bicarbonate cotransporter, member 7	603353	A			
3.156	4	7	14	3p24.1	TGFBR2, HNPCC6, AAT3, MFS2, LDS2	C	Transforming growth factor, beta receptor II, 70-80kD	190182	A, REa, Fd		Colorectal cancer, hereditary nonpolyposis, type 6, 614331 (3); Esophageal cancer, somatic, 133239 (3); Loeys-Dietz syndrome 2, 610168 (3)	9(Tgbfr2)
3.157	5	9	95	3p22.1	VIPR1	P	Vasoactive intestinal peptide receptor 1	192321	A	incorrectly assigned to 2q37		9(Vipr1)
3.158	7	8	95	3p21.31	TGM4	P	Transglutaminase-4, prostate	600585	A			
3.159	11	13	07	3p22.2	ACVR2B, ACTRIIB, HTX4	C	Activin A receptor, type IIB	602730	REc, A		Heterotaxy, visceral, 4, autosomal, 613751 (3)	
3.160	2	19	02	3p22.1	CYP8B1, CYP12	P	Cytochrome P450, subfamily VIIIB, polypeptide 1	602172	A, R			9(Cyp8b1)
3.161	4	17	00	3p22.2	DLEC1, DLC1	P	Deleted in lung and esophageal cancer 1	604050	REn		Lung cancer, 211980 (1); Esophageal cancer, 133239 (1)	
3.162	8	9	99	3p22.2	GOLGA4	P	Golgi autoantigen, golgin subfamily a, 4	602509	REc			
3.163	2	22	11	3p22.2	EXOG, ENDOGL1, ENGL	P	Endo/exonuclease, ENDOG-like	604051	A			
3.164	9	18	12	3p22.2	MYD88, MYD88D	P	Myeloid differentiation primary response gene 88	602170	Psh		Pyogenic bacterial infections, recurrent, due to MYD88 deficiency, 612260 (3); Macroglobulinemia, Waldenstrom, somatic, 153600 (3)	9(Myd88)
3.165	8	9	99	3p22.2	OSR1	P	Oxidative stress-responsive 1	604046	REn			
3.166	8	25	11	3p22.2	PLCD1, NDNC3	P	Phospholipase C, delta-1	602142	A		Nail disorder, nonsyndromic congenital, 3, (leukonychia), 151600 (3)	
3.167	8	5	97	3p21.31	TNA	C	Tetranectin (plasminogen-binding protein)	187520	Psh, R			
3.168	8	9	99	3p22.2	XYLB	P	Xylulokinase, H. influenzae, homolog of	604049	REn			
3.169	6	9	10	3p21.31	PTHR1, PTHR, PFE	C	Parathyroid hormone receptor-1	168468	REa, A, Psh		Metaphyseal chondrodysplasia, Murk Jansen type, 156400 (3); Chondrodysplasia, Blomstrand type, 215045 (3); Eiken syndrome, 600002 (3); Failure of tooth eruption, primary, 125350 (3)	
3.170	2	28	03	3p22.1	MOBP	C	Myelin-associated oligodendrocyte basic protein	600948	R, H			9(Mobp)
3.171	1	30	01	3p21.31	PFKFB4	P	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	605320	A			
3.172	6	18	90	3p21.31	ZNF35, HF10	P	Zinc finger protein-35 (HF.10)	194533	REa, A			
3.173	1	5	12	3p21.31	C3orf77, TOPAZ1	P	Testis- and ovary-specific PAZ domain protein 1	614412	REc			9(Topaz1)
3.174	2	2	11	3p22.3	GLB1, MPS4B	C	Galactosidase, beta-1	611458	S, EM, A	3p14.2-p11 excluded	GM1-gangliosidosis, type I, 230500 (3); GM1-gangliosidosis, type II, 230600 (3); GM1-gangliosidosis, type III, 230650 (3); Mucopolysaccharidosis type IVB (Morquio), 253010 (3)	9(Bgl)
3.175	8	28	09	3p22.2	GORASP1, GOLPH5, GRASP65, P65	C	Golgi reassembly stacking protein 1, 65kD	606867	R, A			
3.176	5	12	09	3p22.1	LYZL4	P	Lysozyme-like 4	612750	REc			
3.177	7	31	08	3p22.2	WDR48, KIAA1449	P	WD repeat-containing protein 48	612167	REc			
3.178	2	14	08	3p22.1	MYRIP, SLAC2C	P	Myosin VIIA- and RAB-interacting protein	611790	REc			
3.179	6	7	10	3p21.32	MIR138-1, MIRN138-1	P	Micro RNA 138-1	613394	REc			
3.180	12	18	08	3p21.31	ALS2CL	P	ALS2 C-termina-like protein	612402	REc			9(Als2cl)
3.181	3	14	14	3p21.31	AMIGO3, ALI3	P	Adhesion molecule with Ig-like domain 3	615691	REc			
3.182	3	9	00	3p21.31	BSN, ZNF231	C	Bassoon, mouse, homolog of	604020	A, R, Psh			
3.183	1	9	13	3p21.31	CAMKV, 1G5	P	CAM kinase-like vesicle-associated	614993	REc			9(Camkv)
3.184	6	19	15	3p21.31	DHX30, DDX30, RETCOR, KIAA0890	C	DEAH box polypeptide 30	616423	R, REc			
3.185	3	7	13	3p21.31	ELP6, TMEM103, C3orf75	P	Elongator acetyltransferase complex, subunit 6	615020	REc			
3.186	6	1	12	3p21.31	EXOSC7, RRP42	P	Exosome component 7	606488	REc			
3.187	8	7	13	3p21.31	GMPPB, KIAA1851, MDDGA14, MDDGB14, MDDGC14	P	GDP-mannose pyrophosphorylase B	615320	REc		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14, 615350 (3); Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14, 615352 (3); Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14, 615351 (3)	
3.188	8	28	09	3p21.31	IHPK1, IP6K1, KIAA0263	C	Inositol hexaphosphate kinase 1	606991	R, Ch			
3.189	2	25	15	3p21.31	KIF9	P	Kinesin family member 9	607910	R, REc			
3.190	11	24	14	3p21.31	KLHDC8B, CHL	P	Kelch domain-containing protein 8B	613169	A, REc		{Hodgkin lymphoma, susceptibility to}, 236000 (3)	
3.191	4	25	08	3p21.31	LTF	C	Lactotransferrin	150210	REa, A			9(Ltf)
3.192	3	29	13	3p21.31	MIR191	P	Micro RNA 191	615150	REc			
3.193	8	27	15	3p21.31	MON1A, SAND1	P	Mon1, S. cerevisiae, homolog of, A	611464	R, REc			6(Mon1a)
3.194	8	24	09	3p21.31	NDUFAF3	P	NADH dehydrogenase 1 alpha subcomplex, assembly factor 3	612911	REc		Mitochondrial complex I deficiency, 252010 (3)	
3.195	4	25	12	3p21.31	P4HTM, PH4	P	Prolyl 4-hydroxylase, transmembrane	614584	REc			
3.196	2	25	15	3p21.31	PRSS50	P	Protease, serine, 50	607950	REa, R			
3.197	2	24	12	3p21.31	RNF123, KPC1	P	Ring finger protein 123	614472	REc			
3.198	10	30	06	3p21.31	SCAP	P	SREBP cleavage-activating protein	601510	R, REc			
3.199	2	25	15	3p21.1	SELK, HSPC030	P	Selenoprotein K	607916	REc			
3.200	1	19	11	3p21.31	SLC25A20, CACT, CAC	P	Solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 (carnitine-acylcarnitine translocase)	613698	A	pseudogene on 6p12	Carnitine-acylcarnitine translocase deficiency, 212138 (3)	
3.201	7	14	14	3p21.31	TMA7, HSPC016	P	Translation machinery-associated 7, S. cerevisiae, homolog of	615808	REc			
3.202	2	5	16	3p21.31	TRAIP, TRIP, RNF206, SCKL9	C	TRAF-interacting protein	605958	R, REc		Seckel syndrome 9, 616777 (3)	
3.203	6	16	99	3p21.31	USP4, UNP	C	Ubiquitin-specific protease-4	603486	A, H, REc			9(Unp)
3.204	2	24	12	3p21.31	USP19, KIAA0891	P	Ubiquitin-specific protease 19	614471	REc			
3.205	2	1	11	3p21.31	WDR6	P	WD repeat-containing protein 6	606031	REc	previously assigned to 15q21 by FISH		
3.206	1	5	06	3p21.31	ZD1	P	Zygodactyly 1	609815	Fd	max lod at D3S2409	Zygodactyly 1 (2)	
3.207	8	11	15	3p22.1	ACKR2, CCBP2, CMKBR9, D6, CCR9, CCR10	C	Atypical chemokine receptor 2	602648	R, A			
3.208	11	19	11	3p21.1	BAP1, TPDS	C	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	603089	A, R		Tumor predisposition syndrome, 614327 (3)	
3.209	7	2	02	3p21.31	CACNA2D2, KIAA0558	C	Calcium channel, voltage-dependent, alpha-2/delta subunit 2	607082	R, REc			
3.210	3	2	98	3p21.31	CAMP, FALL39	P	Cathelicidin antimicrobial peptide	600474	A			
3.211	12	19	11	3p21.2	CISH, BACTS2	P	Cytokine inducible SH2-containing protein	602441	Ch		{Tuberculosis, susceptibility to}, 607948 (3); {Malaria, susceptibility to}, 611162 (3); {Bacteremia, susceptibility to}, 614383 (3)	9(Cish)
3.212	9	9	08	3p21.31	CCR3, CKR3, CMKBR3	P	Chemokine (C-C) receptor 3	601268	R, REc			
3.213	9	9	08	3p21.31	CCR9	P	Chemokine, CC motif, receptor 9	604738	R, A			
3.214	12	2	14	3p21.31	COL7A1, NDNC8	C	Collagen VII, alpha-1 polypeptide	120120	REa, A		Epidermolysis bullosa dystrophica, AD, 131750 (3); Epidermolysis bullosa dystrophica, AR, 226600 (3); Epidermolysis bullosa, pretibial, 131850 (3); EBD, Bart type, 132000 (3); EBD, localisata variant (3); Transient bullous of the newborn, 131705 (3); Epidermolysis bullosa pruriginosa, 604129 (3); Toenail dystrophy, isolated, 607523 (3); EBD inversa, 226600 (3)	
3.215	4	26	08	3p21.31	CYB561D2, 101F6	P	Cytochrome b-561 domain containing 2	607068	REc			
3.216	12	7	98	3p21.1	DNAH1, HL11, DNAHC1, HDHC7	P	Dynein, axonemal, heavy chain-1	603332	Psh, A			14(Dnah1)
3.217	9	28	00	3p22.1	ENTPD3, CD39L3	P	Ectonucleoside triphosphate diphosphohydrolase 3	603161	R, Psh			
3.218	8	6	13	3p21.31	FYCO1, CATC2, CTRCT18	P	FYVE and coiled-coil domain containing 1	607182	REc, Fd		Cataract 18, autosomal recessive, 610019 (3)	
3.219	6	27	02	3p21.31	FUS2	P	FUS2 gene	607073	REc			
3.220	8	25	11	3p21.31	GPX1, GPXD	C	Glutathione peroxidase-1	138320	S, REa, Psh, A	?pseudogene on 3p11-p12	Hemolytic anemia due to glutathione peroxidase deficiency, 614164 (1)	
3.221	6	16	99	3p21.31	HYAL2, LUCA2	P	Hyaluronoglucosaminidase 2	603551	REc, H			9(Hyal2)
